Job_title,Company_name,Required_time_experience,Salary,Job_location,Skill
DEVELOPER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Flutter, Root Cause Analysis, Design, Project Documentation, Business Process, Digital Transformation, Software Modules, Digital"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Team Management, Sla, Disaster Recovery, Digital Transformation, Performance Tuning, Troubleshooting"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
LEAD ADMINISTRATOR L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Team Management, Sla, Disaster Recovery, Digital Transformation, Performance Tuning, Troubleshooting"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Middleware"
DEVELOPER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"React, Root Cause Analysis, Design, Project Documentation, Business Process, Digital Transformation, Software Modules, Digital"
DEVOPS ENGINEER L4,Wipro,5-8 Yrs,Not Provided,Mumbai,"Devops Engineer, Root Cause Analysis, Customer Satisfaction, It Infrastructure, Digital Transformation, Devops, Operating Systems, Scripting"
TECHNICAL LEAD L1,Wipro,5-8 Yrs,Not Provided,Mumbai,"Technical Lead, Design, Customer Service, Compliance, Technical Support, Legal, Sla, Digital Transformation"
LEAD ADMINISTRATOR L2,Wipro,8-10 Yrs,Not Provided,Mumbai,"Compliance, Root Cause Analysis, Automation, Architecture, Disaster Recovery, Talent Management, Digital Transformation, Vmware"
ADMINISTRATOR L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Root Cause Analysis, Design, Incident Analysis, Linux, Digital Transformation, Digital, Transformation"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Root Cause Analysis, Design, Incident Analysis, Oracle Database, Digital Transformation, Oracle, L3"
Application Support Engineer,Wipro,1-3 Yrs,Not Provided,Mumbai,"Technical Support, Design, Communication Skills, Remote Support, Vpn, Digital Transformation, Operating System, Research"
DEVELOPER L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Qualityassurance, Root Cause Analysis, Software Development Life Cycle, Design, Software Development, Development Life Cycle, Programming, Programming Languages"
AUTOMATION LEAD L1(CONTRACT),Wipro,5-8 Yrs,Not Provided,Mumbai,"Automation, Design, Export, Digital Transformation, Access Control, Maintenance, Operations, Business Continuity"
MIS EXECUTIVE L2,Wipro,1-3 Yrs,Not Provided,Mumbai,"Mis Executive, Csat, Compliance, Analytical Skills, Data Management, Sla, Digital Transformation, Maintenance"
Change Manager L3,Wipro,5-8 Yrs,Not Provided,Mumbai,"Compliance, Change Management, Leadership, Servicenow, Itsm, Digital Transformation, Jira, Stakeholder Communication"
CYBER SECURITY ANALYST L3,Wipro,3-5 Yrs,Not Provided,Mumbai,"Cybersecurity, Root Cause Analysis, Information Security, Disaster Recovery, Security Awareness, Digital Transformation, Maintenance, Recovery"
ADMINISTRATOR L2(CONTRACT),Wipro,1-3 Yrs,Not Provided,Mumbai,"Sla, Design, Oracle Database, Digital Transformation, Oracle, Digital, Contracts, Transformation"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Root Cause Analysis, Design, Incident Analysis, Cloud, Digital Transformation, Oracle, L3"
ADMINISTRATOR L3(CONTRACT),Wipro,3-5 Yrs,Not Provided,Mumbai,"Sla, Root Cause Analysis, Design, Incident Analysis, Cloud, Digital Transformation, Oracle, L3"
Data Integration Engineer,Hexaware Technologies,4-7 Yrs,Not Provided,Mumbai,"Data validation, query optimization, Production support, Debugging, Data processing, Troubleshooting, Analytics, Monitoring"
Integration Lead,Hexaware Technologies,5-8 Yrs,Not Provided,Mumbai,"T-SQL, Root cause analysis, orchestration, Circuit breakers, integration lead, Workflow, Stored procedures, Continuous improvement"
Test Lead - Data Automation,Hexaware Technologies,6-10 Yrs,Not Provided,Mumbai,"Root cause analysis, Automation, Testing tools, HIPAA, Reconciliation, CMS, Healthcare, Data quality"
Integration Lead,Hexaware Technologies,5-8 Yrs,Not Provided,Mumbai,"T-SQL, Root cause analysis, orchestration, Circuit breakers, integration lead, Workflow, Stored procedures, Continuous improvement"
Test Lead - Data Automation,Hexaware Technologies,6-10 Yrs,Not Provided,Mumbai,"Root cause analysis, Automation, Testing tools, HIPAA, Reconciliation, CMS, Healthcare, Data quality"
Test Lead - API Automation,Hexaware Technologies,5-10 Yrs,Not Provided,Mumbai,"software testing, appium, automation testing, cucumber, manual testing, problem solving, api automation, rest assured"
Senior Consultant,EY,5-10 Yrs,Not Provided,Mumbai,"Manager Internal Audit, Data modeling, Aerospace, Industrial products, risk consulting, Agile, Business strategy, Financial services"
Lead Software Engineer - Python full stack,JPMorgan Chase Bank,12-17 Yrs,Not Provided,Mumbai,"Performance tuning, Automation, Production support, Coding, Agile, Data structures, Troubleshooting, Virtualization"
Site Reliability Engineer,Cisco,5-10 Yrs,Not Provided,Mumbai,"Automation, Linux, ISO, Configuration management, SOC, SIEM, Troubleshooting, cisco"
Salesforce Senior Technical Architect (CTA Aspirants),Salesforce,14-19 Yrs,Not Provided,Mumbai,"System architecture, Data migration, Coding, Artificial Intelligence, Presales, SAML, SSL, Release management"
Technical Support Representative-Security Analyst,IBM,2-5 Yrs,Not Provided,Mumbai,"server, backup, administration, training, networking, openssh, key management, patching"
Oracle Database Administrator L2/L3,Wipro,6-9 Yrs,Not Provided,Mumbai,"RAC, Patch Management, 19C, L3, Database administration, Administration, Patching, Management"
Incident Manager,Tata Consultancy Services,4-6 Yrs,Not Provided,Mumbai(Malad),"ITIL Certified, Major Incident Management, ITIL Process, ITIL Framework, Incident Handling, Certified, ITIL, Handling"
Netapp Storage Administrator,Tata Consultancy Services,4-6 Yrs,Not Provided,"Nagpur, Mumbai (All Areas)","NAS, Snapshot, Netapp Administration, Snapmirror, NetApp Storage, Snap Vault, Netapp Storage Administration, Netapp"
Business Analyst,UPL Limited,1-5 Yrs,Not Provided,Mumbai,"data analysis, analytical, software, mis reporting, formulas, verbal communication, power bi, business analysis"
Core Java Developer,Tata Consultancy Services,4-8 Yrs,Not Provided,"Mumbai, Navi Mumbai, Mumbai (All Areas)","Hibernate, Spring Boot, SQL, Rest Api Development, Core Java Development, Maven, OOPS, Backend Development"
Cobol Developer,Tata Consultancy Services,4-8 Yrs,Not Provided,"Mumbai, Mumbai (All Areas)","Unix, Cobol, Banking Application, PLSQL, Mainframes, Core Banking, Banking Software, Core"
Unix Shell Scripting,Tata Consultancy Services,4-8 Yrs,Not Provided,Navi Mumbai,"SED, Unix Shell Scripting, Production Support, NEFT, AWK, Imps, Unix Scripting, RTGS"
Solution Architecture - BEST & Kolhapur,Adani Group,3-7 Yrs,Not Provided,Mumbai,"digital, digital marketing, project management, consulting, program management, digital strategy, business analysis, business development"
27th Mumbai Walkin Interview,Tata Consultancy Services,5-10 Yrs,Not Provided,Mumbai,"Servicenow, CMDB, Cmdb Integrations, Interviewing, Integration"
Analytical Specialist,Ultra Media and Entertainment,3-8 Yrs,4-7 Lacs PA,Mumbai(Lower Parel East),"Google Analytics, Data Management, Tableau, Looker, Ott, Visualization, Attribution Modelling, Content Analytics"
Storage Administrator 2,Tata Consultancy Services,8-10 Yrs,Not Provided,Mumbai(Jogeshwari),"Storage Administration, NAS, SAN, Dell Emc Products, EMC Storage, hp, EMC, dell"
"Web Developer-  .NET, JavaScript",S&P Global Market Intelligence,6-9 Yrs,Not Provided,Mumbai,"web developer, s3, front end, css, html5, react, javascript, jquery"
Senior Product Engineer MongoDB,Tata Consultancy Services,6-10 Yrs,Not Provided,"Bengaluru, Mumbai (All Areas)","Java, Core Banking, Banking Sector, Payment Systems, MongoDB, Database Administration, Financial Services, Spring Boot"
Devops Engineer // Mumbai // 3-8 Yrs,2coms,3-8 Yrs,Not Provided,Mumbai,"kubernetes, nexus, confluence, redhat openshift, configuration, openshift, ci/cd, docker"
Azure Cloud Engineer //Mumbai // 3-8 Years,2coms,3-8 Yrs,Not Provided,Mumbai,"kubernetes, continuous integration, components, microsoft azure, azure cloud, azure devops, docker, ansible"
Senior Python Developer,Crisil Analytices,4-9 Yrs,Not Provided,Mumbai,"Computer science, Front end, Coding, Postgresql, MySQL, Web development, Javascript, Data structures"
Business Analyst_Operations_Power BI,Crisil Analytices,3-6 Yrs,Not Provided,Mumbai,"Excel, Time management, Process improvement, Business analytics, Microsoft applications, power bi, Server management, Stakeholder management"
Artificial Intelligence Engineering Manager,Crisil Analytices,9-12 Yrs,Not Provided,Mumbai,"Computer science, Cloud computing, Architecture, data science, Artificial Intelligence, Machine learning, Open source, Monitoring"
Senior Environment Analyst ( Python),Crisil Analytices,3-5 Yrs,Not Provided,Mumbai,"Computer science, Automation, Data validation, Environmental science, Analytical, Machine learning, Manager Quality Control, Analytics"
Core Java+Java 17/21 developer,Crisil Analytices,5-8 Yrs,Not Provided,Mumbai,"TCP, Hibernate, Core Java, Multithreading, Javascript, HTTP, Management, Spring"
Senior Lead Generative AI Engineer (IC),Crisil Analytices,9-12 Yrs,Not Provided,Mumbai,"Software design, Coding, data security, Debugging, Schema, Workflow, Distribution system, Operations"
Senior AI Engineer,Crisil Analytices,5-7 Yrs,Not Provided,Mumbai,"Computer science, Backend, Debugging, Data structures, Workflow, System design, SDK, Distribution system"
Scrum Master,Crisil Analytices,5-10 Yrs,Not Provided,Mumbai,"RCA, Artificial Intelligence, Agile, Workflow, Incident management, Scrum, Windows, JIRA"
Lead AI Engineer GenAI Engineering,Crisil Analytices,7-10 Yrs,Not Provided,Mumbai,"Computer science, Software design, Coding, GCP, Engineering Manager, System design, Data structures, Credit rating"
Market Strategist,Crisil Analytices,5-8 Yrs,Not Provided,Mumbai,"Automation, tableau, Excel, Financial markets, Publishing, Data modeling, power bi, Data analytics"
Frontend React Developer - GenAI,Crisil Analytices,5-10 Yrs,Not Provided,Mumbai,"Computer science, SIDE, Front end, Financial analysis, Management systems, Debugging, Javascript, Financial Analyst"
Senior MLOps Engineer,Crisil Analytices,3-8 Yrs,Not Provided,Mumbai,"Computer science, Automation, Workflow, Open source, Risk management, Information technology, Distribution system, Analytics"
Microsoft AI Foundry Developer (Off Roll),Crisil Analytices,2-7 Yrs,Not Provided,Mumbai,"Product management, Cloud computing, Career development, orchestration, Machine learning, Programming, Scrum, Engineering Design"
Java Developer - Multithreading,Crisil Analytices,7-12 Yrs,Not Provided,Mumbai,"Core Java, Automation, Backend, Multithreading, GIT, Agile methodology, Investment banking, SDLC"
Change BA - Market Risk/CCR,Crisil Analytices,7-12 Yrs,Not Provided,Mumbai,"Front office, Data analysis, Change management, Business analysis, Reconciliation, Market risk, Swaps, Investment banking"
Senior Java Developer,Crisil Analytices,5-10 Yrs,Not Provided,Mumbai,"TCP, Hibernate, Core Java, Front office, Multithreading, technology risk, HTTP, Investment banking"
Software Engineer (Java + Python),Here Technologies,2-7 Yrs,Not Provided,Mumbai,"Performance tuning, Linux, Coding, Debugging, Performance testing, Agile, Data structures, Application development"
Senior Analyst,eClerx,2-4 Yrs,Not Provided,Navi Mumbai,"css, bootstrap, imp, jquery, computer, rac, oracle dba, english typing"
Salesforce Commerce Cloud Developer,Tata Consultancy Services,4-15 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Salesforce Commerce Cloud Demandware, SFDC, Lwc, Cloud, Salesforce, Development, Sales force development, Demandware"
Salesforce Marketing Cloud Developer,Tata Consultancy Services,4-15 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Marketing Cloud, Salesforce Marketing Cloud, Sfmc, Sales force development, Cloud, Salesforce, Marketing, Development"
Salesforce CPQ Developer,Tata Consultancy Services,4-15 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Salesforce Cpq, Cpq, Cpq Cloud, Cloud, Development, Salesforce, Sales force development"
Data Engineer,PwC India,4-8 Yrs,5-12 Lacs PA,"Kolkata, Gurugram, Bengaluru","Ci Cd Pipeline, Azure Data Engineering, Azure Databricks, Data Modeling, Continuous Integration, Cd, Data Engineering, Azure Data Factory"
Data & AI Strategy Senior Manager,Capgemini,6-10 Yrs,Not Provided,"Hyderabad, Gurugram, Bengaluru","Ai, Azure, Ai Strategy, Data Pipelines, Compliance, Architecture, Use Cases, Banking"
Snowflake with Azure Data Engineer,Tata Consultancy Services,8-12 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Azure Data Factory, Azure Functions, Snowflake, ETL Workflows, Factory, Functional, Workflow analysis, Workflow"
Azure Data Engineer,Tata Consultancy Services,7-12 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Azure Data Factory, Azure Databricks, Azure Data Lake, Factory, Data Lake, Microsoft Azure, Data"
Aws Administrator,Tata Consultancy Services,6-11 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Aws Administration, Amazon Ec2, Python, Administration, AWS"
Aws Data Engineer,Tata Consultancy Services,6-11 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","Lamda, Aws Glue, Data Bricks, Python, Glue, AWS, Bricks, Data"
Azure Cloud Network Engineer,Tata Consultancy Services,6-11 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","azure virtual networks, Azure Firewall, Subnetting, VPN, Microsoft Azure, Networking, Cloud, Azure Networking"
GenAI Developer,Infosys,5-10 Yrs,Not Provided,"Hybrid - Kolkata, Hyderabad, Ahmedabad","Gen ai, Generative Ai, Retrieval Augmented Generation, Application Development, Langchain, Natural Language Processing, Ai, Computer Vision"
Solutions Engineer - Linux BSP,Einfochips,6-11 Yrs,Not Provided,"Noida, Ahmedabad, Bengaluru","Device Driver, Linux BSP, Kernel, Bootloader, U-Boot, Android, Linux Device Driver, HAL"
AWS Integration-- Architect / Tech Lead,Tata Consultancy Services,10-12 Yrs,Not Provided,"Kolkata, Hyderabad, Bengaluru","RDS/Aurora, AWS Data Architect, Step Functions, microservices, API Gateway, S3, NLB, VPC"
Mainframe Developer @ Infosys,Infosys,4-9 Yrs,Not Provided,"Hybrid - Kolkata, Hyderabad, Bengaluru","Mainframes, VSAM, JCL, Cobol, Development"
Java Full Stack Developer / Java Microservices Developer,Supreme Consulting,6-11 Yrs,Not Provided,"Hyderabad, Bengaluru","Java, rest, full stack developer, hr manager, react, hr, microservices, sql"
Software Engineer,Cisco,8-10 Yrs,Not Provided,"Hyderabad, Bengaluru","Unix, Data modeling, Agile, Data structures, Informatica, cisco, Virtualization, Analytics"
Site Reliability Engineer,Cisco,8-13 Yrs,Not Provided,"Hyderabad, Bengaluru","MS SQL, Linux, Agile, Workflow, Application development, Oracle, JIRA, Middleware"
Automation Testing (Selenium + C#),Tata Consultancy Services,5-10 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","C#, Selenium, Automation Testing, Automation, Software testing"
Connex Mainframes Assembler,Tech Mahindra,5-10 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru","DB2, Cobol, Mainframe Assembler, Connex, Payment Domain, Assembler, Mainframes, Payments"
Python developer,Tata Consultancy Services,6-8 Yrs,Not Provided,"Hyderabad, Chennai, Bengaluru","Pyspark, Python Development, Python, Development"
Risk Data Engineer,EY,4-9 Yrs,Not Provided,"Hybrid - Hyderabad, Chennai, Bengaluru","Pyspark, ETL, Data Bricks, SQL, Azure, Data, Risk, Data Engineering"
Devops Architect,Wipro,15-24 Yrs,Not Provided,"Hybrid - Hyderabad, Chennai, Bengaluru","architect, Aiml, Ci/Cd, Devops, Kubernetes, Generative Ai, Terraform, Docker"
Artificial Intelligence Engineer,Wipro,8-13 Yrs,Not Provided,"Hybrid - Hyderabad, Chennai, Bengaluru","Langchain, Artificial Intelligence, Cloud, Retrieval Augmented Generation, SQL, MCP, AWS, Microservices"
Solution Architect - AI,Wipro,10-20 Yrs,Not Provided,"Hybrid - Hyderabad, Chennai, Bengaluru","Generative Ai, Sales, Large Language Model, Computer Vision, Solution Architecting, Architecture, Languages, Architecting"
Application Developer-Azure Cloud Fullstack,IBM,8-13 Yrs,14-24 Lacs PA,"Hybrid - Hyderabad, Bengaluru","Langgraph, Azure Cloud, Full Stack, Foundry, Copilot, Ml, Python, Microsoft Azure"
Metrics and Reporting Analyst,"NTT DATA, Inc.",6-10 Yrs,10-18 Lacs PA,"Hyderabad, Chennai, Bengaluru","data analysts, payer, SQL, manager, Healthcare, Data Mining, Data analysis, Reporting Analysis"
Mobile  Testing Automation,Tata Consultancy Services,10-15 Yrs,Not Provided,"Gurugram, Chennai, Bengaluru","Mobile Automation Testing, Mobile Automation, Mobile Application Testing, IOS, Android, Io, Mobile applications, Automation"
Mainframe Scheduler - TWS,EY,10-15 Yrs,25-35 Lacs PA,"Hyderabad, Bengaluru, Delhi / NCR","TWS, Mainframe, Mainframe Scheduling, Mainframe scheduler, Tivoli Workload Scheduler, Ibm Tivoli Monitoring, Batch Monitoring, Batch"
Azure Data Engineer,EY,3-6 Yrs,10-20 Lacs PA,"Hybrid - Kolkata, Hyderabad","Pyspark, SQL, Azure databricks, Power BI, Data Pipeline, databricks, Data Modeling, Data Warehousing"
Software Test Engineer,Cognizant,6-9 Yrs,Not Provided,"Hybrid - Hyderabad, Bengaluru","Java, Playwright, Selenium, Automation Testing, Software testing, Software, Automation"
